title,start_date_f,end_date_f,lat,lng,address,description,tags,source,
Millennium Park Workouts,9/2/15,9/2/15,41.88420075,-87.62297634,Millennium Park 201 E. Randolph St. Chicago IL 60601,Millennium Park will once again offer FREE Summer Workouts on the Great Lawn funded by McDonald's featuring music during yoga and pilates - and drumming during ZumbaÎÂ.,Sports & Recreation Millennium Park,choosechicago,
Summer Fitness in the Park,9/2/15,9/2/15,42.0027,-87.90084,MB Financial Park 5501 Park Place Rosemont IL 60018,MB Financial Park at Rosemont will team up with Rosemont Health and Fitness again this year for Summer Fitness in the Park. The series features free outdoor yoga and zumba classes. The classes are multi-level and open to everyone from kids to experienced practitioners.,Sports & Recreation,choosechicago,
Chicago Bears v Cleveland Browns,9/3/15,9/3/15,41.865699,-87.627039,Chicago Bears Soldier Field Chicago IL 60605,Watch the Chicago Bears play the Cleveland Browns live in this preseason game at Soldier Field!,Sports & Recreation,choosechicago,7 p.m.
Chicago Cubs v Arizona Diamondbacks,9/4/15,9/4/15,41.955735,-87.66121,Chicago Cubs Wrigley Field Chicago IL 60613,See the Chicago Cubs play against the Arizona Diamondbacks September 4-6 at The Friendly Confines!,Sports & Recreation,choosechicago,
Chicago Cubs v Arizona Diamondbacks,9/5/15,9/5/15,41.955735,-87.66121,Chicago Cubs Wrigley Field Chicago IL 60613,See the Chicago Cubs play against the Arizona Diamondbacks September 4-6 at The Friendly Confines!,Sports & Recreation,choosechicago,
USA Eagles v Qantas Wallabies,9/5/15,9/5/15,41.86489051,-87.61388321,Soldier Field 1410 S. Museum Campus Dr. Chicago IL 60605,The USA Rugby Eagles return to Soldier Field for a second year to take on the Australia Qantas Wallabies. The two teams will be playing in Chicago en route to the Rugby World Cup later this year in England.,Sports & Recreation,choosechicago,TBA
Millennium Park Workouts,9/5/15,9/5/15,41.88420075,-87.62297634,Millennium Park 201 E. Randolph St. Chicago IL 60601,Millennium Park will once again offer FREE Summer Workouts on the Great Lawn funded by McDonald's featuring music during yoga and pilates - and drumming during ZumbaÎÂ.,Sports & Recreation Millennium Park,choosechicago,
Chicago Cubs v Arizona Diamondbacks,9/6/15,9/6/15,41.955735,-87.66121,Chicago Cubs Wrigley Field Chicago IL 60613,See the Chicago Cubs play against the Arizona Diamondbacks September 4-6 at The Friendly Confines!,Sports & Recreation,choosechicago,
Chicago Sky v Seattle Storm,9/6/15,9/6/15,42.00505242,-87.88469704,Allstate Arena 6920 N Mannheim Rosemont IL 60018,See Chicago's exciting WNBA team play against Seattle at Allstate Arena!,Sports & Recreation,choosechicago,5 p.m.
Summer Fitness in the Park,9/6/15,9/6/15,42.0027,-87.90084,MB Financial Park 5501 Park Place Rosemont IL 60018,MB Financial Park at Rosemont will team up with Rosemont Health and Fitness again this year for Summer Fitness in the Park. The series features free outdoor yoga and zumba classes. The classes are multi-level and open to everyone from kids to experienced practitioners.,Sports & Recreation,choosechicago,
Chicago White Sox v Cleveland Indians,9/7/15,9/7/15,41.844775,-87.626719,Chicago White Sox U.S. Cellular Field Chicago IL 60616,See the White Sox play the Cleveland Indians September 7-9 at The Cell!,Sports & Recreation,choosechicago,
Chicago White Sox v Cleveland Indians,9/8/15,9/8/15,41.844775,-87.626719,Chicago White Sox U.S. Cellular Field Chicago IL 60616,See the White Sox play the Cleveland Indians September 7-9 at The Cell!,Sports & Recreation,choosechicago,
Chicago White Sox v Cleveland Indians,9/9/15,9/9/15,41.844775,-87.626719,Chicago White Sox U.S. Cellular Field Chicago IL 60616,See the White Sox play the Cleveland Indians September 7-9 at The Cell!,Sports & Recreation,choosechicago,
Summer Fitness in the Park,9/9/15,9/9/15,42.0027,-87.90084,MB Financial Park 5501 Park Place Rosemont IL 60018,MB Financial Park at Rosemont will team up with Rosemont Health and Fitness again this year for Summer Fitness in the Park. The series features free outdoor yoga and zumba classes. The classes are multi-level and open to everyone from kids to experienced practitioners.,Sports & Recreation,choosechicago,
Super Bears Shuffle 5K,9/10/15,9/10/15,41.86489051,-87.61388321,Soldier Field 1410 S. Museum Campus Dr. Chicago IL 60605,Bears fans and runners unite at the second annual Super Bears Shuffle 5K. Participants will enjoy a unique Bears-themed experience from start to finish including a gameday-like atmosphere and pep rally entertainment from the Bears Drumline Staley Da Bear and much more!,Sports & Recreation,choosechicago,
Chicago Sky v Tulsa Shock,9/11/15,9/11/15,42.00505242,-87.88469704,Allstate Arena 6920 N Mannheim Rosemont IL 60018,See Chicago's exciting WNBA team play against Tulsa at Allstate Arena!,Sports & Recreation,choosechicago,7:30 p.m.
Chicago White Sox v Minnesota Twins,9/11/15,9/11/15,41.844775,-87.626719,Chicago White Sox U.S. Cellular Field Chicago IL 60616,See the White Sox play the Minnesota Twins September 11-13 at The Cell!,Sports & Recreation,choosechicago,
Chicago White Sox v Minnesota Twins,9/12/15,9/12/15,41.844775,-87.626719,Chicago White Sox U.S. Cellular Field Chicago IL 60616,See the White Sox play the Minnesota Twins September 11-13 at The Cell!,Sports & Recreation,choosechicago,
Four Star Bike & Chow,9/12/15,9/12/15,0,0,Chicago IL,3000 people bike and eat on four-routes for all types of riders!,Sports & Recreation,choosechicago,
Chicago Bears v Green Bay Packers,9/13/15,9/13/15,41.865699,-87.627039,Chicago Bears Soldier Field Chicago IL 60605,Watch the Chicago Bears play the Green Bay Packers live at Soldier Field!,Sports & Recreation,choosechicago,12 p.m.
Chicago White Sox v Minnesota Twins,9/13/15,9/13/15,41.844775,-87.626719,Chicago White Sox U.S. Cellular Field Chicago IL 60616,See the White Sox play the Minnesota Twins September 11-13 at The Cell!,Sports & Recreation,choosechicago,
Summer Fitness in the Park,9/13/15,9/13/15,42.0027,-87.90084,MB Financial Park 5501 Park Place Rosemont IL 60018,MB Financial Park at Rosemont will team up with Rosemont Health and Fitness again this year for Summer Fitness in the Park. The series features free outdoor yoga and zumba classes. The classes are multi-level and open to everyone from kids to experienced practitioners.,Sports & Recreation,choosechicago,
Chicago White Sox v Oakland Athletics,9/14/15,9/14/15,41.844775,-87.626719,Chicago White Sox U.S. Cellular Field Chicago IL 60616,See the White Sox play the Oakland Athletics September 14-17 at The Cell!,Sports & Recreation,choosechicago,
Chicago White Sox v Oakland Athletics,9/15/15,9/15/15,41.844775,-87.626719,Chicago White Sox U.S. Cellular Field Chicago IL 60616,See the White Sox play the Oakland Athletics September 14-17 at The Cell!,Sports & Recreation,choosechicago,
ITU World Triathlon Grand Final,9/15/15,9/15/15,41.885144,-87.625994,Grant Park Columbus Dr. and Monroe St. Chicago IL 60601,Chicago will welcome 150 of the world's top Olympic-distance triathletes as they compete for a world championship title less than a year prior to the Rio de Janeiro 2016 Olympic Games. In addition to the elite races the event features top-flight sprint and Olympic-distance races for age-group athletes paratriathletes ...,Sports & Recreation,choosechicago,
Chicago White Sox v Oakland Athletics,9/16/15,9/16/15,41.844775,-87.626719,Chicago White Sox U.S. Cellular Field Chicago IL 60616,See the White Sox play the Oakland Athletics September 14-17 at The Cell!,Sports & Recreation,choosechicago,
ITU World Triathlon Grand Final,9/16/15,9/16/15,41.885144,-87.625994,Grant Park Columbus Dr. and Monroe St. Chicago IL 60601,Chicago will welcome 150 of the world's top Olympic-distance triathletes as they compete for a world championship title less than a year prior to the Rio de Janeiro 2016 Olympic Games. In addition to the elite races the event features top-flight sprint and Olympic-distance races for age-group athletes paratriathletes ...,Sports & Recreation,choosechicago,
Summer Fitness in the Park,9/16/15,9/16/15,42.0027,-87.90084,MB Financial Park 5501 Park Place Rosemont IL 60018,MB Financial Park at Rosemont will team up with Rosemont Health and Fitness again this year for Summer Fitness in the Park. The series features free outdoor yoga and zumba classes. The classes are multi-level and open to everyone from kids to experienced practitioners.,Sports & Recreation,choosechicago,
Chicago White Sox v Oakland Athletics,9/17/15,9/17/15,41.844775,-87.626719,Chicago White Sox U.S. Cellular Field Chicago IL 60616,See the White Sox play the Oakland Athletics September 14-17 at The Cell!,Sports & Recreation,choosechicago,
ITU World Triathlon Grand Final,9/17/15,9/17/15,41.885144,-87.625994,Grant Park Columbus Dr. and Monroe St. Chicago IL 60601,Chicago will welcome 150 of the world's top Olympic-distance triathletes as they compete for a world championship title less than a year prior to the Rio de Janeiro 2016 Olympic Games. In addition to the elite races the event features top-flight sprint and Olympic-distance races for age-group athletes paratriathletes ...,Sports & Recreation,choosechicago,
Chicago Cubs v St. Louis Cardinals,9/18/15,9/18/15,41.955735,-87.66121,Chicago Cubs Wrigley Field Chicago IL 60613,See the Chicago Cubs play against the St. Louis Cardinals September 18-20 at The Friendly Confines! Budweiser Bleacher Fridays The final Budweiser Bleacher Friday will help turn singles into doubles as Cubs fans mingle in the Budweiser Bleachers September 18 vs. the St. Louis Cardinals. Each guest will receive ...,Sports & Recreation,choosechicago,
ITU World Triathlon Grand Final,9/18/15,9/18/15,41.885144,-87.625994,Grant Park Columbus Dr. and Monroe St. Chicago IL 60601,Chicago will welcome 150 of the world's top Olympic-distance triathletes as they compete for a world championship title less than a year prior to the Rio de Janeiro 2016 Olympic Games. In addition to the elite races the event features top-flight sprint and Olympic-distance races for age-group athletes paratriathletes ...,Sports & Recreation,choosechicago,
Chicago Cubs v St. Louis Cardinals,9/19/15,9/19/15,41.955735,-87.66121,Chicago Cubs Wrigley Field Chicago IL 60613,See the Chicago Cubs play against the St. Louis Cardinals September 18-20 at The Friendly Confines! Budweiser Bleacher Fridays The final Budweiser Bleacher Friday will help turn singles into doubles as Cubs fans mingle in the Budweiser Bleachers September 18 vs. the St. Louis Cardinals. Each guest will receive ...,Sports & Recreation,choosechicago,
Chicago Fire v Orlando City SC,9/19/15,9/19/15,41.737459,-87.803915,Chicago Fire Soccer Club Toyota Park Bridgeview IL 60455,See the Chicago Fire live at home against Orlando City SC September 19 in this Major League Soccer match!,Sports & Recreation,choosechicago,7:30 p.m.
ITU World Triathlon Grand Final,9/19/15,9/19/15,41.885144,-87.625994,Grant Park Columbus Dr. and Monroe St. Chicago IL 60601,Chicago will welcome 150 of the world's top Olympic-distance triathletes as they compete for a world championship title less than a year prior to the Rio de Janeiro 2016 Olympic Games. In addition to the elite races the event features top-flight sprint and Olympic-distance races for age-group athletes paratriathletes ...,Sports & Recreation,choosechicago,
Chicago Bears v Arizona Cardinals,9/20/15,9/20/15,41.865699,-87.627039,Chicago Bears Soldier Field Chicago IL 60605,Watch the Chicago Bears play the Arizona Cardinals live at Soldier Field!,Sports & Recreation,choosechicago,12 p.m.
Chicago Cubs v St. Louis Cardinals,9/20/15,9/20/15,41.955735,-87.66121,Chicago Cubs Wrigley Field Chicago IL 60613,See the Chicago Cubs play against the St. Louis Cardinals September 18-20 at The Friendly Confines! Budweiser Bleacher Fridays The final Budweiser Bleacher Friday will help turn singles into doubles as Cubs fans mingle in the Budweiser Bleachers September 18 vs. the St. Louis Cardinals. Each guest will receive ...,Sports & Recreation,choosechicago,
Summer Fitness in the Park,9/20/15,9/20/15,42.0027,-87.90084,MB Financial Park 5501 Park Place Rosemont IL 60018,MB Financial Park at Rosemont will team up with Rosemont Health and Fitness again this year for Summer Fitness in the Park. The series features free outdoor yoga and zumba classes. The classes are multi-level and open to everyone from kids to experienced practitioners.,Sports & Recreation,choosechicago,
Chicago Cubs v Milwaukee Brewers,9/21/15,9/21/15,41.955735,-87.66121,Chicago Cubs Wrigley Field Chicago IL 60613,See the Chicago Cubs play against the Milwaukee Brewers September 21-23 at The Friendly Confines!,Sports & Recreation,choosechicago,
Chicago Cubs v Milwaukee Brewers,9/22/15,9/22/15,41.955735,-87.66121,Chicago Cubs Wrigley Field Chicago IL 60613,See the Chicago Cubs play against the Milwaukee Brewers September 21-23 at The Friendly Confines!,Sports & Recreation,choosechicago,
Chicago Cubs v Milwaukee Brewers,9/23/15,9/23/15,41.955735,-87.66121,Chicago Cubs Wrigley Field Chicago IL 60613,See the Chicago Cubs play against the Milwaukee Brewers September 21-23 at The Friendly Confines!,Sports & Recreation,choosechicago,
Summer Fitness in the Park,9/23/15,9/23/15,42.0027,-87.90084,MB Financial Park 5501 Park Place Rosemont IL 60018,MB Financial Park at Rosemont will team up with Rosemont Health and Fitness again this year for Summer Fitness in the Park. The series features free outdoor yoga and zumba classes. The classes are multi-level and open to everyone from kids to experienced practitioners.,Sports & Recreation,choosechicago,
Chicago Cubs v Pittsburgh Pirates,9/25/15,9/25/15,41.955735,-87.66121,Chicago Cubs Wrigley Field Chicago IL 60613,See the Chicago Cubs play against the Pittsburgh Pirates September 25-27 at The Friendly Confines!,Sports & Recreation,choosechicago,
Chicago Cubs v Pittsburgh Pirates,9/26/15,9/26/15,41.955735,-87.66121,Chicago Cubs Wrigley Field Chicago IL 60613,See the Chicago Cubs play against the Pittsburgh Pirates September 25-27 at The Friendly Confines!,Sports & Recreation,choosechicago,
Chicago Cubs v Pittsburgh Pirates,9/27/15,9/27/15,41.955735,-87.66121,Chicago Cubs Wrigley Field Chicago IL 60613,See the Chicago Cubs play against the Pittsburgh Pirates September 25-27 at The Friendly Confines!,Sports & Recreation,choosechicago,
Summer Fitness in the Park,9/27/15,9/27/15,42.0027,-87.90084,MB Financial Park 5501 Park Place Rosemont IL 60018,MB Financial Park at Rosemont will team up with Rosemont Health and Fitness again this year for Summer Fitness in the Park. The series features free outdoor yoga and zumba classes. The classes are multi-level and open to everyone from kids to experienced practitioners.,Sports & Recreation,choosechicago,
Chicago Cubs v Kansas City Royals,9/28/15,9/28/15,41.955735,-87.66121,Chicago Cubs Wrigley Field Chicago IL 60613,See the Chicago Cubs play against the Kansas City Royals September 28 at The Friendly Confines!,Sports & Recreation,choosechicago,7:05 p.m.
Chicago White Sox v Kansas City Royals,9/29/15,9/29/15,41.844775,-87.626719,Chicago White Sox U.S. Cellular Field Chicago IL 60616,See the White Sox play the Kansas City Royals September 29 - October 1 at The Cell!,Sports & Recreation,choosechicago,
Chicago White Sox v Kansas City Royals,9/30/15,9/30/15,41.844775,-87.626719,Chicago White Sox U.S. Cellular Field Chicago IL 60616,See the White Sox play the Kansas City Royals September 29 - October 1 at The Cell!,Sports & Recreation,choosechicago,
Summer Fitness in the Park,9/30/15,9/30/15,42.0027,-87.90084,MB Financial Park 5501 Park Place Rosemont IL 60018,MB Financial Park at Rosemont will team up with Rosemont Health and Fitness again this year for Summer Fitness in the Park. The series features free outdoor yoga and zumba classes. The classes are multi-level and open to everyone from kids to experienced practitioners.,Sports & Recreation,choosechicago,
Lykendra Johnson Sports Camp,Thu Jul 30 12:00 PM,Thu Jul 30 12:00 PM,41.888292,-87.755324,415 N. Laramie Chicago IL,by Lykendra Johnson,Sports & Fitness,Sports & Fitness,
Thursday After Work Show & Go (Lakefront Path),Thu Jul 30 6:00 PM,Thu Jul 30 6:00 PM,41.777242,-87.571287,6501 S Promonotory Dr Chicago IL 60649,by Major Taylor Cycling Club Chicago,Sports & Fitness,Sports & Fitness,
The North Face Mountain Athletics Training Chicago - Thursday,Thu Jul 30 6:30 PM,Thu Jul 30 6:30 PM,41.883993,-87.619706,Chicago IL 60601,by The North Face Mountain Athletics Chicago,Sports & Fitness,Sports & Fitness,
Open Water Swim - Grayslake,Fri Jul 31 5:30 AM,Fri Jul 31 5:30 AM,42.346164,-88.053282,159 N Alleghany Rd Grayslake IL 60030,by Summit Steps Coaching LLC,Sports & Fitness,Sports & Fitness,
Pickleball Clinic with Jim and Yvonne Hackenberg,Fri Jul 31 3:00 PM,Fri Jul 31 3:00 PM,41.841293,-86.256615,401 Marmont Street Niles MI 49120 US,by Southwest Michigan Pickleball,Sports & Fitness,Sports & Fitness,
FITNESS Saturdays,Sat Aug 1 6:00 AM,Sat Aug 1 6:00 AM,41.495867,-87.848661,11185 W Lincoln Hwy Sports Authority Parking Lot Frankfort IL 60423 US,by DSFIT2RUN.org,Sports & Fitness,Sports & Fitness,
POWER WALK 5K PLUSH,Sat Aug 1 7:00 AM,Sat Aug 1 7:00 AM,41.729814,-87.702103,9000 Kedzie Evergreen Park IL 60805,by W.A.T.C.H. GLOBAL MINISTRIES,Sports & Fitness,Sports & Fitness,
Street Workout Chicago Calisthenics Event,Sat Aug 1 8:00 AM,Sat Aug 1 8:00 AM,41.856909,-87.671916,1824 South Wood Street Chicago IL 60608,by Mario Castrejon,Sports & Fitness,Sports & Fitness,
Trails of DuPage Ride,Sat Aug 1 8:00 AM,Sat Aug 1 8:00 AM,41.763933,-88.006342,McCollum Park Downers Grove IL,by Downers Grove Bicycle Club,Sports & Fitness,Sports & Fitness,
Trek Bikin' & Eggs w/ Chemshaw 13,Sat Aug 1 8:00 AM,Sat Aug 1 8:00 AM,41.48992,-87.467941,651 U.S. 30 Schererville IN 46375,by Trek Bicycle Store of Schererville,Sports & Fitness,Sports & Fitness,
Rally to the Taste,Sat Aug 1 8:30 AM,Sat Aug 1 8:30 AM,41.715037,-86.900694,700 Franklin Street michigan city in 46360,by Michigan City Mainstreet Association & Dig The Dunes,Sports & Fitness,Sports & Fitness,
ASC 2-Gun Tactical: 2015,Sat Aug 1 8:45 AM,Sat Aug 1 8:45 AM,41.750293,-88.798922,7641 Rueff Road Waterman IL 60556,by Aurora Sportsmen's Club,Sports & Fitness,Sports & Fitness,
Spirit Sweat @ Cuvee,Sat Aug 1 10:00 AM,Sat Aug 1 10:00 AM,41.894316,-87.636282,308 West Erie Street Chicago IL 60654,by Laura Coulton,Sports & Fitness,Sports & Fitness,
Exposure 2015 Charity Workout Series,Sat Aug 1 10:30 AM,Sat Aug 1 10:30 AM,41.893069,-87.615009,600 North Lake Shore Drive Chicago IL 60611,by A Mind and Body Total Fitness,Sports & Fitness,Sports & Fitness,
Pound by Nutrisults - Class 3,Sat Aug 1 2:30 PM,Sat Aug 1 2:30 PM,42.054151,-87.684166,915 Foster Street Evanston IL 60201 US,by Mishra Keller - Graceful Aging Specialist,Sports & Fitness,Sports & Fitness,
Fox Valley Royals Travel Baseball Tryouts (11-14 Year Old),Sat Aug 1 3:00 PM,Sat Aug 1 3:00 PM,42.060144,-88.290872,1151 North State Street Elgin IL 60123 US,by Fox Valley Royals,Sports & Fitness,Sports & Fitness,
PHONE HOME 5K - Linda's Run (Chicago),Sat Aug 1 7:00 PM,Sat Aug 1 7:00 PM,41.87337,-87.650714,YOU CHOOSE Chicago IL 60607,by Moon Joggers,Sports & Fitness,Sports & Fitness,
PHONE HOME 5K - Linda's Run (Milwaukee),Sat Aug 1 7:00 PM,Sat Aug 1 7:00 PM,43.041864,-87.916319,YOU CHOOSE Milwaukee WI 53203,by Moon Joggers,Sports & Fitness,Sports & Fitness,
PHONE HOME 5K - Linda's Run (South Bend),Sat Aug 1 7:00 PM,Sat Aug 1 7:00 PM,41.671338,-86.250173,YOU CHOOSE South Bend IN 46624,by Moon Joggers,Sports & Fitness,Sports & Fitness,
Panther-Training: Sunday Functional Training Small Group Boot Camps,Sun Aug 2 7:00 AM,Sun Aug 2 7:00 AM,42.449491,-88.145509,Marina and Park Chicago IL 60610,by Panther-Training LP,Sports & Fitness,Sports & Fitness,
Biggest Loser RunWalk- Half Marathon/5K-Chicago IL,Sun Aug 2 7:30 AM,Sun Aug 2 7:30 AM,41.862265,-87.616638,1410 Museum Campus Drive Chicago IL 60605,by Biggest Loser RunWalk Race Series,Sports & Fitness,Sports & Fitness,
MTC3 Does The Two Rivers Century,Sun Aug 2 7:30 AM,Sun Aug 2 7:30 AM,41.091521,-87.837994,1850 River Road Kankakee IL 60901,by Major Taylor Cycling Club Chicago,Sports & Fitness,Sports & Fitness,
Beautiful Bellies and Beyond BCBenefit Fitness Class at lululemon Southport- AUGUST 2015,Sun Aug 2 9:00 AM,Sun Aug 2 9:00 AM,41.946911,-87.664155,3556 N Southport Ave Chicago IL 60613,by Bump Club and Beyond,Sports & Fitness,Sports & Fitness,
Old Orchard Run Club,Sun Aug 2 9:30 AM,Sun Aug 2 9:30 AM,42.059115,-87.749401,4999 Old Orchard Center F 15 Skokie IL 60077,by ASICS Community Events,Sports & Fitness,Sports & Fitness,
Sunday Slim Down,Sun Aug 2 10:00 AM,Sun Aug 2 10:00 AM,41.820267,-87.603826,39th and Cottage Grove by the football field Chicago IL 60653,by Chris Houston,Sports & Fitness,Sports & Fitness,
Pound by Nutrisults - Class 4,Sun Aug 2 1:00 PM,Sun Aug 2 1:00 PM,42.054151,-87.684166,915 Foster Street Evanston IL 60201 US,by Mishra Keller - Graceful Aging Specialist,Sports & Fitness,Sports & Fitness,
Fox Valley Royals Travel Baseball Tryouts (15-18 Year Old),Sun Aug 2 3:00 PM,Sun Aug 2 3:00 PM,42.060144,-88.290872,1151 North State Street Elgin IL 60123 US,by Fox Valley Royals,Sports & Fitness,Sports & Fitness,
Sunday Funday MTB Ride,Sun Aug 2 5:00 PM,Sun Aug 2 5:00 PM,41.724105,-87.904855,9700 Wolf Road Willow Springs IL 60480,by Trek Bicycle Store,Sports & Fitness,Sports & Fitness,
SkillTwins Sunday Dinner Package,Sun Aug 2 5:30 PM,Sun Aug 2 5:30 PM,41.902304,-88.121569,150 S Gary Ave Carol Stream IL 60188,by Addison Youth Soccer,Sports & Fitness,Sports & Fitness,
Aug 3rd to 7th-Addison Youth Soccer Present's SkillTwins U.S. Soccer Camp,Mon Aug 3 8:45 AM,Mon Aug 3 8:45 AM,41.913735,-87.97041,Odeum Expo Center 1033 North Villa Avenue Villa Park IL 60181 US,by Addison Youth Soccer,Sports & Fitness,Sports & Fitness,
Indoor Volleyball - Incoming Freshman Session 2C,Mon Aug 3 1:00 PM,Mon Aug 3 1:00 PM,41.711453,-87.720149,10001 South Pulaski Road Chicago IL 60655,by Brother Rice High School,Sports & Fitness,Sports & Fitness,
Boys Volleyball Camp Grades 6-8,Mon Aug 3 4:00 PM,Mon Aug 3 4:00 PM,41.694826,-88.009372,1000 Davey Road Woodridge IL 60517 US,by Five Star Athletics,Sports & Fitness,Sports & Fitness,
Monday After Work Show & Go,Mon Aug 3 6:00 PM,Mon Aug 3 6:00 PM,41.497371,-87.734747,21610 S Cicero Ave Matteson IL 60443,by Major Taylor Cycling Club Chicago,Sports & Fitness,Sports & Fitness,
Vinyasa Flow Yoga,Mon Aug 3 8:15 PM,Mon Aug 3 8:15 PM,41.879669,-87.812863,7515 Madison St Forest Park IL 60130,by Marissa Jayne,Sports & Fitness,Sports & Fitness,
Tuesday AM Build Mad Skills Ride,Tue Aug 4 6:00 AM,Tue Aug 4 6:00 AM,41.73382,-87.540312,8700 S Lake Shore Dr Chicago IL 60617,by Major Taylor Cycling Club Chicago,Sports & Fitness,Sports & Fitness,
Beat the Sunset Ride,Tue Aug 4 6:00 PM,Tue Aug 4 6:00 PM,41.55771,-87.471373,8554 Indianapolis Blvd Highland IN 46322,by Major Taylor Cycling Club Chicago,Sports & Fitness,Sports & Fitness,
The North Face Mountain Athletics Training Chicago - Tuesday,Tue Aug 4 6:30 PM,Tue Aug 4 6:30 PM,41.920347,-87.643314,Chicago IL 60614,by The North Face Mountain Athletics Chicago,Sports & Fitness,Sports & Fitness,
Trek Pint Night Ride w/ Wildrose Brewing,Tue Aug 4 6:30 PM,Tue Aug 4 6:30 PM,41.48992,-87.467941,651 U.S. 30 Schererville IN 46375,by Trek Bicycle Store of Schererville,Sports & Fitness,Sports & Fitness,
Gentle Flow / Beginner Class,Tue Aug 4 7:30 PM,Tue Aug 4 7:30 PM,41.879669,-87.812863,7515 Madison St Forest Park IL 60130,by Marissa Jayne,Sports & Fitness,Sports & Fitness,
2015 Run with Dean Karnazes at The North Face Endurance Challenge Kickoff!,Wed Aug 5 6:00 PM,Wed Aug 5 6:00 PM,42.28838,-87.954186,524 N Milwaukee Ave Libertyville IL 60048,by The Runner's Edge,Sports & Fitness,Sports & Fitness,
Thursday After Work Show & Go (Lakefront Path),Thu Aug 6 6:00 PM,Thu Aug 6 6:00 PM,41.777242,-87.571287,6501 S Promonotory Dr Chicago IL 60649,by Major Taylor Cycling Club Chicago,Sports & Fitness,Sports & Fitness,
The North Face Mountain Athletics Training Chicago - Thursday,Thu Aug 6 6:30 PM,Thu Aug 6 6:30 PM,41.883993,-87.619706,Chicago IL 60601,by The North Face Mountain Athletics Chicago,Sports & Fitness,Sports & Fitness,
Chicago Cubs vs. San Francisco Giants 08/06/2015,Thu Aug 6 7:05 PM,Thu Aug 6 7:05 PM,41.947975,-87.654104,3621-3625 N. Sheffield Ave. Chicago 60613 US,by DownTheLineRooftop.com,Sports & Fitness,Sports & Fitness,
Open Water Swim - Grayslake,Fri Aug 7 5:45 AM,Fri Aug 7 5:45 AM,42.346164,-88.053282,159 N Alleghany Rd Grayslake IL 60030,by Summit Steps Coaching LLC,Sports & Fitness,Sports & Fitness,
Sigma Omega Chapter Scholarship Golf Outing,Fri Aug 7 10:00 AM,Fri Aug 7 10:00 AM,41.548345,-87.697271,800 Kedzie Avenue Flossmoor IL 60422 US,by Sigma Omega Chapter of Omega Psi Phi Fraternity Inc.,Sports & Fitness,Sports & Fitness,
Chicago Cubs vs. San Francisco Giants 08/07/2015,Fri Aug 7 3:05 PM,Fri Aug 7 3:05 PM,41.947975,-87.654104,3621-3625 N. Sheffield Ave. Chicago 60613 US,by DownTheLineRooftop.com,Sports & Fitness,Sports & Fitness,
FITNESS Saturdays,Sat Aug 8 6:00 AM,Sat Aug 8 6:00 AM,41.495867,-87.848661,11185 W Lincoln Hwy Sports Authority Parking Lot Frankfort IL 60423 US,by DSFIT2RUN.org,Sports & Fitness,Sports & Fitness,
MTC3 Annual BBQ Ride: A Team Ride,Sat Aug 8 7:00 AM,Sat Aug 8 7:00 AM,41.666008,-87.539241,12949 S. Avenue O Chicago IL 60633 US,by Major Taylor Cycling Club Chicago,Sports & Fitness,Sports & Fitness,
Amplify Open 2015,Sat Aug 8 8:00 AM,Sat Aug 8 8:00 AM,41.79159,-88.087549,1962 Ohio St Lisle IL 60532,by CrossFit Amplify,Sports & Fitness,Sports & Fitness,
Street Workout Chicago Calisthenics Event,Sat Aug 8 8:00 AM,Sat Aug 8 8:00 AM,41.856909,-87.671916,1824 South Wood Street Chicago IL 60608,by Mario Castrejon,Sports & Fitness,Sports & Fitness,
Theresa Lang Memorial 5k,Sat Aug 8 8:00 AM,Sat Aug 8 8:00 AM,41.552172,-88.159863,1630 Essington Road Joliet IL 60435,by TM Martial Arts,Sports & Fitness,Sports & Fitness,
Trails of DuPage Ride,Sat Aug 8 8:00 AM,Sat Aug 8 8:00 AM,41.763933,-88.006342,McCollum Park Downers Grove IL,by Downers Grove Bicycle Club,Sports & Fitness,Sports & Fitness,
ASC Practical Precision Rifle: 2015,Sat Aug 8 8:30 AM,Sat Aug 8 8:30 AM,41.750293,-88.798922,7641 Rueff Road Waterman IL 60556,by Aurora Sportsmen's Club,Sports & Fitness,Sports & Fitness,
2015 Club Championship,Sat Aug 8 9:00 AM,Sat Aug 8 9:00 AM,41.886612,-88.25186,2325 Longest Drive West Chicago IL 60185,by Prairie Landing Golf Club,Sports & Fitness,Sports & Fitness,
2015 Major Taylor Victory Ride,Sat Aug 8 9:00 AM,Sat Aug 8 9:00 AM,41.742857,-87.680345,2198 W. 83rd St Chicago IL,by Major Taylor Cycling Club Chicago,Sports & Fitness,Sports & Fitness,
PAA Junior Board/PLS Chicago Volleyball Beach Bash,Sat Aug 8 9:00 AM,Sat Aug 8 9:00 AM,41.964687,-87.63559,4400 North Lake Shore Drive Chicago IL 60640 US,by PAA Junior Board and Polonijna Liga Siatkowki Chicago,Sports & Fitness,Sports & Fitness,
Youth Skills Basketball Program ages 4 to 14 years,Sat Aug 8 9:00 AM,Sat Aug 8 9:00 AM,41.728652,-87.688966,2700 west 91st street Evergreen Park Evergreen Park Illinois 60805 US,by In The Paint Basketball,Sports & Fitness,Sports & Fitness,
